Category,File Name,Title,Creator,Description,Keywords,Artwork_Type,SpacesSet
SET 28,4686604145.jpg,In a Row,agranek,NA,"agranek: timewemet2010,agranek: metropolitanmuseumofart,agranek: metropolitanmuseum,agranek: newyorkcity,agranek: uppereastside,agranek: fifthavenue,agranek: museum,agranek: templeofdendur,agranek: egypt,agranek: temple,agranek: camera,agranek: stone,agranek: jeans,agranek: jackets,agranek: sneakers,agranek: trainers,agranek: blocks,The Metropolitan Museum of Art: mma:itwm2010=accepted,agranek: egyptianart,Space,Inhabited,IntExt,interior",-,SpacesIntExt
SET 28,4691659969.jpg,"Met Museum of Art, NY",dok1969,Front entrance,"NA,Space,Inhabited,IntExt,exterior",-,SpacesIntExt
SET 28,4691707679.jpg,"Met Museum of Art, NY",dok1969,NA,"NA,Space,Inhabited,interior,IntExt,Grand_Staircase",-,SpacesIntExt
SET 28,4692334564.jpg,"Met Museum of Art, NY",dok1969,Entrance desk.,"NA,Space,Inhabited,interior,IntExt,Great_Hall",-,SpacesIntExt
SET 28,4693481325.jpg,P1040537,taigatrommelchen,Metropolitan Museum of Art (Met) - The Great Hall;;Bunch of flowers in the lobby with the information counter;;Blumenstrauss in der Empfangshalle mit dem Informationsschalter,"taigatrommelchen: 20100622,taigatrommelchen: usa,taigatrommelchen: ny,taigatrommelchen: newyork,taigatrommelchen: newyorkcity,taigatrommelchen: nyc,taigatrommelchen: manhattan,taigatrommelchen: uppereastside,taigatrommelchen: icon,taigatrommelchen: urban,taigatrommelchen: blossoms,taigatrommelchen: met,taigatrommelchen: metropolitan,taigatrommelchen: museum,taigatrommelchen: art,taigatrommelchen: metropolitanmuseum,Description,Space,Inhabited,interior,IntExt,Great_Hall",-,SpacesIntExt
SET 28,4700249581.jpg,the window shadow in MET - NYC,Le Xuan-Cung,Xuan-Cung Le;All rights reserved;;seen in :;<a href=http://www.flickr.com/photos/le_xuan-cung/sets/72157623987865999>New York (part IV)</a>;<a href=http://www.flickriver.com/photos/le_xuan-cung/ rel=nofollow>recent</a>;<a href=http://www.flickriver.com/photos/le_xuan-cung/friends/ rel=nofollow>contacts images</a>;,"Le Xuan-Cung: newyork,Le Xuan-Cung: metropolitanmuseumofart,Le Xuan-Cung: met,Le Xuan-Cung: woman,Le Xuan-Cung: shadows,Le Xuan-Cung: nikon,Le Xuan-Cung: nikond1h,Le Xuan-Cung: polfilter,Le Xuan-Cung: lightsanddarks,Le Xuan-Cung: insideroom,Le Xuan-Cung: blackandwhite,Le Xuan-Cung: bw,Le Xuan-Cung: sw,Le Xuan-Cung: streetshots,Le Xuan-Cung: circularfilter,Le Xuan-Cung: livinginnewyork,Le Xuan-Cung: citylife,Le Xuan-Cung: streetlife,Le Xuan-Cung: urban,Le Xuan-Cung: urbanshots,Le Xuan-Cung: sun,Le Xuan-Cung: nb,Le Xuan-Cung: lightsandshadows,Le Xuan-Cung: sunnyday,Le Xuan-Cung: silhouette,Le Xuan-Cung: mood,Le Xuan-Cung: atmosphere,Le Xuan-Cung: darkness,Le Xuan-Cung: urbannewyork,Space,Inhabited,interior,IntExt,aGallery",-,SpacesIntExt
SET 28,4703581606.jpg,@met_august09,deja_,NA,"deja_: timewemet2010,The Metropolitan Museum of Art: mma:itwm2010=accepted,Space,Inhabited,exterior,IntExt,EntranceStepsPlaza",-,SpacesIntExt
SET 28,4704524552.jpg,time_we_met_2010,Photo Poems,NA,"Photo Poems: timewemet2010,The Metropolitan Museum of Art: mma:itwm2010=accepted,Space,interior,IntExt,Stairways_Elevator",-,SpacesIntExt
SET 28,4704526932.jpg,time_we_met_2010,Photo Poems,NA,"Photo Poems: timewemet2010,The Metropolitan Museum of Art: mma:itwm2010=accepted,3D,Inhabited,Great_Hall,Space,interior,IntExt",-,SpacesIntExt
SET 28,4707478798.jpg,MMA061510,cjn212,Staff Show :),"cjn212: grotto,cjn212: 061610,cjn212: mma,cjn212: 2010,Inhabited,interior,IntExt,aGallery,Space",-,SpacesIntExt
SET 28,4708396415.jpg,NA,Luciana Nechita,NA,"Luciana Nechita: timewemet2010,The Metropolitan Museum of Art: mma:itwm2010=accepted,Luciana Nechita: metropolitanmuseumofart,Luciana Nechita: newyork,Luciana Nechita: man,Luciana Nechita: sitting,Luciana Nechita: woman,Luciana Nechita: couple,Luciana Nechita: art,Luciana Nechita: coins,Luciana Nechita: reflexion,Space,Inhabited,IntExt,interior",-,SpacesIntExt
SET 28,4713880608.jpg,the bench - Metropolitan Museum of Art  NYC,Le Xuan-Cung,Xuan-Cung Le;All rights reserved;;seen in :;<a href=http://www.flickr.com/photos/le_xuan-cung/sets/72157623987865999>New York (part IV)</a>;<a href=http://www.flickriver.com/photos/le_xuan-cung/ rel=nofollow>recent</a>;<a href=http://www.flickriver.com/photos/le_xuan-cung/friends/ rel=nofollow>contacts images</a>;,"Le Xuan-Cung: newyork,Le Xuan-Cung: metropolitanmuseumofart,Le Xuan-Cung: met,Le Xuan-Cung: people,Le Xuan-Cung: nikon,Le Xuan-Cung: nikond1h,Le Xuan-Cung: polarizationfilter,Le Xuan-Cung: women,Le Xuan-Cung: men,Le Xuan-Cung: lightsanddarks,Le Xuan-Cung: streetshots,Le Xuan-Cung: lightsandshadows,Space,Inhabited,interior,IntExt,Great_Hall",-,SpacesIntExt
SET 28,4717912678.jpg,Lobby,Rachel D. Teplitsky,NA,"Rachel D. Teplitsky: its,Rachel D. Teplitsky: time,Rachel D. Teplitsky: we,Rachel D. Teplitsky: met,Rachel D. Teplitsky: itstimewemet,Space,Inhabited,interior,IntExt,Great_Hall",-,SpacesIntExt
SET 28,4718159178.jpg,Pointed View,suetry,View out Met window into Central Park,"suetry: timewemet2010mmaitwm2010accepted,suetry: abstract,suetry: secret,suetry: mystery,suetry: unknown,suetry: sony,suetry: a100,suetry: alpha,Space,interior,IntExt",-,SpacesIntExt
SET 28,4718352057.jpg,Temple Pool,Ofcounsel,Inverted reflection of visitors to the Temple of Dendur with Central Park in the background.,"Ofcounsel: timewemet2010,Ofcounsel: metropolitanmuseum,The Metropolitan Museum of Art: mma:itwm2010=accepted,Space,Inhabited,IntExt,interior",-,SpacesIntExt
SET 28,4719087837.jpg,The Metropolitan Museum of Art,Alex E. Pajares,NA,"NA,Space,Inhabited,exterior,IntExt,EntranceStepsPlaza",-,SpacesIntExt
SET 28,4719341149.jpg,The Metropolitan Museum of Art,Alex E. Pajares,NA,"NA,Space,exterior,IntExt,Facade",-,SpacesIntExt
SET 28,4719420313.jpg,Met Museum,ESB-nyc,NA,"NA,Space,exterior,IntExt,Facade",-,SpacesIntExt
SET 28,4719736856.jpg,The Metropolitan Museum of Art,Alex E. Pajares,NA,"NA,Space,exterior,IntExt",-,SpacesIntExt
SET 28,4719737658.jpg,The Metropolitan Museum of Art,Alex E. Pajares,NA,"NA,Space,Inhabited,interior,IntExt,Great_Hall",-,SpacesIntExt
SET 28,4719866426.jpg,The Metropolitan Museum of Art,Alex E. Pajares,NA,"NA,Space,Inhabited,exterior,IntExt,EntranceStepsPlaza",-,SpacesIntExt
SET 28,4719867680.jpg,The Metropolitan Museum of Art,Alex E. Pajares,NA,"NA,Space,Inhabited,exterior,IntExt,EntranceStepsPlaza",-,SpacesIntExt
SET 28,4723683057.jpg,Mother Embracing Daughter,Peter I. Fifield Photography,Ellen gives Lindsey a hug at the Temple of Dendur.,"Peter I. Fifield Photography: timewemet2010,Peter I. Fifield Photography: metropolitanmuseumofart,Peter I. Fifield Photography: newyork,Peter I. Fifield Photography: manhattan,Peter I. Fifield Photography: mother,Peter I. Fifield Photography: daughter,Peter I. Fifield Photography: embrace,Peter I. Fifield Photography: hug,The Metropolitan Museum of Art: mma:itwm2010=accepted,Inhabited,interior,IntExt,Dendur_space,Space",-,SpacesIntExt
SET 29,2321730058.jpg,-,-,-,"Space,Inhabited,interior,IntExt,Great_Hall",-,SpacesIntExt
SET 29,2540961621.jpg,-,-,-,"Space,Inhabited,interior,IntExt,Great_Hall",-,SpacesIntExt
SET 29,2541081859.jpg,-,-,OLYMPUS DIGITAL CAMERA ,"Space,Inhabited,interior,IntExt,Great_Hall",-,SpacesIntExt
SET 29,3153676152.jpg,-,-,-,"Space,interior,IntExt,Great_Hall",-,SpacesIntExt
SET 29,3539446074.jpg,-,-,-,"Space,Inhabited,interior,IntExt,Great_Hall",-,SpacesIntExt
SET 29,3639711654.jpg,-,-,-,"Space,Inhabited,interior,IntExt,Great_Hall",-,SpacesIntExt
SET 29,4101329483.jpg,-,-,-,"Space,Inhabited,interior,IntExt,Great_Hall",-,SpacesIntExt
-,4255367644.jpg,-,-,-,"IntExt,Space,Inhabited,interior",-,SpacesIntExt
SET 29,4395097112.jpg,-,-,-,"Space,Inhabited,interior,IntExt,Great_Hall",-,SpacesIntExt
SET 29,4410940059.jpg,-,-,-,"Space,Inhabited,exterior,IntExt",-,SpacesIntExt
SET 29,4427130644.jpg,-,JOE JOSEPHS                     ,-,"Space,Inhabited,interior,IntExt,Great_Hall",-,SpacesIntExt
SET 29,4429026441.jpg,MET lobby,buttermilk*blue,NA,"NA,Space,Inhabited,interior,IntExt,Great_Hall",-,SpacesIntExt
SET 29,4445015573.jpg,-,-,-,"Space,interior,IntExt,Stairways_Elevator",-,SpacesIntExt
SET 29,4453329252.jpg,-,-,-,"Space,Inhabited,interior,IntExt,Grand_Staircase",-,SpacesIntExt
SET 29,4498025800.jpg,Metropolitan Gothic,CVerwaal,"Metropolitan Museum of Art, New York City;","CVerwaal: metropolitangothic,CVerwaal: nyc,CVerwaal: newyork,CVerwaal: newyorkcity,CVerwaal: janitor,CVerwaal: maintenanceworker,CVerwaal: broom,CVerwaal: pan,CVerwaal: trashcan,CVerwaal: olympus,CVerwaal: pen,CVerwaal: lumix,CVerwaal: olympusep2,CVerwaal: lumix20mmf17,CVerwaal: metropolitanmuseumofart,Description,Space,Inhabited,exterior,IntExt,EXTERIOR-TBD",-,SpacesIntExt
SET 29,4498359961.jpg,MET in April,photographics@snet.net,NA,"photographics@snet.net: nikond300,photographics@snet.net: nyc,photographics@snet.net: april,photographics@snet.net: spring,photographics@snet.net: city,photographics@snet.net: metropolitianmuseumofart,photographics@snet.net: met,photographics@snet.net: art,photographics@snet.net: businessman,photographics@snet.net: phone,photographics@snet.net: casual,photographics@snet.net: strange,Space,Inhabited,exterior,IntExt,EXTERIOR-TBD",-,SpacesIntExt
SET 29,4498360063.jpg,MET in April,photographics@snet.net,NA,"photographics@snet.net: nikond300,photographics@snet.net: nyc,photographics@snet.net: april,photographics@snet.net: spring,photographics@snet.net: city,photographics@snet.net: metropolitianmuseumofart,photographics@snet.net: met,photographics@snet.net: art,photographics@snet.net: stairs,photographics@snet.net: crowd,photographics@snet.net: babycarriage,photographics@snet.net: branzino,Space,Inhabited,exterior,IntExt,EntranceStepsPlaza",-,SpacesIntExt
SET 29,4498995958.jpg,MET in April,photographics@snet.net,NA,"photographics@snet.net: nikond300,photographics@snet.net: nyc,photographics@snet.net: april,photographics@snet.net: spring,photographics@snet.net: city,photographics@snet.net: metropolitianmuseumofart,photographics@snet.net: met,photographics@snet.net: art,Space,Inhabited,exterior,IntExt,EntranceStepsPlaza",-,SpacesIntExt
SET 29,4520474803.jpg,IMG_4742,Doug Ferraro,Keeping busy on a very long line to see Rick Riordan,"Doug Ferraro: metropolitanmuseum,Inhabited,interior,IntExt,Space",-,SpacesIntExt
SET 29,4520474821.jpg,IMG_4746,Doug Ferraro,Kayleigh gets to meet her favorite author,"Doug Ferraro: metropolitanmuseum,Inhabited,interior,IntExt,Space",-,SpacesIntExt
SET 29,4520474827.jpg,IMG_4747,Doug Ferraro,NA,"Doug Ferraro: metropolitanmuseum,Inhabited,interior,IntExt,Space",-,SpacesIntExt
SET 29,4521065438.jpg,IMG_4704,Doug Ferraro,Trepidation in the glass elevator,"Doug Ferraro: metropolitanmuseum,Inhabited,interior,IntExt,aGallery,Space",-,SpacesIntExt
SET 29,4521065464.jpg,IMG_4707,Doug Ferraro,NA,"Doug Ferraro: metropolitanmuseum,Inhabited,interior,IntExt,Cafe,Space",-,SpacesIntExt
SET 29,4521065468.jpg,IMG_4708,Doug Ferraro,Lunch at the Met,"Doug Ferraro: metropolitanmuseum,Inhabited,interior,IntExt,Cafe,Space",-,SpacesIntExt
SET 29,4521065476.jpg,IMG_4714,Doug Ferraro,NA,"Doug Ferraro: metropolitanmuseum,interior,IntExt,Space",-,SpacesIntExt
SET 29,4521090988.jpg,IMG_4717,Doug Ferraro,NA,"Doug Ferraro: metropolitanmuseum,Inhabited,interior,IntExt,Space",-,SpacesIntExt
SET 29,4521090994.jpg,IMG_4718,Doug Ferraro,NA,"Doug Ferraro: metropolitanmuseum,Inhabited,interior,IntExt,Space",-,SpacesIntExt
SET 29,4521091024.jpg,IMG_4721,Doug Ferraro,NA,"Doug Ferraro: metropolitanmuseum,Inhabited,interior,IntExt,Space",-,SpacesIntExt
SET 29,4521091028.jpg,IMG_4738,Doug Ferraro,NA,"Doug Ferraro: metropolitanmuseum,Inhabited,interior,IntExt,Space",-,SpacesIntExt
SET 29,4521091042.jpg,IMG_4739,Doug Ferraro,NA,"Doug Ferraro: metropolitanmuseum,Inhabited,interior,IntExt,Space",-,SpacesIntExt
SET 29,4521091046.jpg,IMG_4741,Doug Ferraro,NA,"Doug Ferraro: metropolitanmuseum,Inhabited,interior,IntExt,Space",-,SpacesIntExt
SET 29,4524086677.jpg,Solitary Man,Tim Schreier,NA,"Tim Schreier: spring1,Tim Schreier: nyc,Tim Schreier: manhattan,Tim Schreier: metropolitanmuseumofart,Tim Schreier: themet,Tim Schreier: gothamist,Spring 1,Space,Inhabited,exterior,IntExt,EntranceStepsPlaza",-,SpacesIntExt
SET 29,4524212837.jpg,Sock Guard,Tim Schreier,NA,"Tim Schreier: nyc,Tim Schreier: manhattan,Tim Schreier: newyorkcity,Tim Schreier: themet,Spring 1,Space,Inhabited,exterior,IntExt,EntranceStepsPlaza",-,SpacesIntExt
SET 29,4531315850.jpg,the stairs,buttermilk*blue,NA,"buttermilk*blue: met,buttermilk*blue: museum,buttermilk*blue: metropolitanmuseumofart,buttermilk*blue: nyc,buttermilk*blue: stairs,buttermilk*blue: artchitecture,buttermilk*blue: light,Space,Stylized,Inhabited,interior,IntExt,Grand_Staircase",-,SpacesIntExt
SET 29,4531318948.jpg,MET,buttermilk*blue,NA,"NA,Space,Inhabited,exterior,IntExt,EntranceStepsPlaza",-,SpacesIntExt
SET 29,4549556445.jpg,IMG_4572  metropolitan museum,Susan NYC,NA,"Susan NYC: canonpowershots80,Susan NYC: met,Susan NYC: waiting,Susan NYC: museum,Susan NYC: nyc,Susan NYC: street,Susan NYC: metropolitanmuseum,Susan NYC: 2010,Space,Inhabited,exterior,IntExt,Facade",-,SpacesIntExt
SET 29,4551916833.jpg,Rushing to Picasso,Trish Mayo,"It seems like Picasso is everywhere - Met exhibit opens on Tuesday, April 27. MoMA has Picasso: Themes and Variations through August 30. Both exhibits are well worth seeing BUT I think I am done with Picasso for awhile.","Trish Mayo: rainyday,Trish Mayo: umbrellas,Trish Mayo: metropolitanmuseumofart,Trish Mayo: metsteps,Trish Mayo: manhattan,Trish Mayo: newyork,Trish Mayo: picasso,Trish Mayo: gothamist,Trish Mayo: gununeniyisi,Trish Mayo: thebestofday,Space,Inhabited,exterior,IntExt,EntranceStepsPlaza",-,SpacesIntExt
SET 30,3224083254.jpg,MMA 01.24.09,cjn212,"L-R: Judith, me, Julia","'cjn212: 012409, cjn212: grotto, cjn212: cjnye, cjn212: metmoment,','cjn212: 012409, cjn212: grotto, cjn212: cjnye, cjn212: metmomen,Space,Inhabited,Selfie,exterior,IntExt,EXTERIOR-TBD",-,SpacesIntExt
SET 30,4281199120.jpg,Cliche Photo 2/2,Pablo_Rivero,NA,"'Pablo_Rivero: metropolitanmuseum, Pablo_Rivero: metmoment,',Space,Inhabited,exterior,IntExt,EXTERIOR-TBD",-,SpacesIntExt
SET 30,4372855893.jpg,MMA021910 (3),cjn212,We're in yur Muzeum puttin ourselvz on displai!,"'cjn212: 021910, cjn212: 2010, cjn212: grotto, cjn212: mma, cjn212: metmoment,','cjn212: 021910, cjn212: 2010, cjn212: grotto, cjn212: mma, cjn2,Space,Inhabited,interior,IntExt,Stairways_Elevator",-,SpacesIntExt
SET 30,4407045024.jpg,Lunchbreak at MET - NYC,Le Xuan-Cung,"New York City - USA, seen in :, <a href=http://www.flickr.com/photos/le_xuan-cung/sets/72157621915620953/>www.flickr.com/photos/le_xuan-cung/sets/72157621915620953/</a>,","'Le Xuan-Cung: newyork, Le Xuan-Cung: nyc, Le Xuan-Cung: met, Le Xuan-Cung: people, Le Xuan-Cung: lightsandshadows, Le Xuan-Cung: cellphone, Le Xuan-Cung: foodtogo, Le Xuan-Cung: attheroadside, Le Xuan-Cung: streetshots, Le Xuan-Cung: nikon, Le Xuan-Cung: nikond1h, Le Xuan-Cung: polfilter,','Le Xuan-Cung: newyork, Le Xuan-Cung: nyc, Le Xuan-Cung: met, Le,Space,Inhabited,exterior,IntExt,EntranceStepsPlaza",-,SpacesIntExt
SET 30,4422416985.jpg,The Metropolitan Museum of Art,carlos_seo,"New York, NY - USA, , I really like this angle. What do you think?, , , <b>About the photo</b>, , EXIF: 11mm, f/10, 1/400, ISO 400, Tokina 11-16mm f/2.8 lens, , SOOC., , You may also like <a href=http://www.flickr.com/photos/carlos_seo/4436392659/>this</a>.","'carlos_seo: 28, carlos_seo: 1116, carlos_seo: 2010, carlos_seo: america, carlos_seo: art, carlos_seo: central, carlos_seo: centralpark, carlos_seo: d90, carlos_seo: digital, carlos_seo: image, carlos_seo: met, carlos_seo: metropolitan, carlos_seo: musem, carlos_seo: new, carlos_seo: newyork, carlos_seo: nikon, carlos_seo: ny, carlos_seo: nyc, carlos_seo: park, carlos_seo: photo, carlos_seo: picture, carlos_seo: states, carlos_seo: tokina, carlos_seo: united, carlos_seo: usa, carlos_seo: york,','carlos_seo: 28, carlos_seo: 1116, carlos_seo: 2010, carlos_seo:,Space,exterior,IntExt,EXTERIOR-TBD",-,SpacesIntExt
SET 30,4438969375.jpg,"chandelier, Met Museum, NY.jpg",lao_ren100,NA,"'lao_ren100: chandelier, lao_ren100: light, lao_ren100: hall, lao_ren100: stairwell, lao_ren100: metropolitanmuseum, lao_ren100: met, lao_ren100: newyork, lao_ren100: nyc, lao_ren100: ny, lao_ren100: laoren100,','lao_ren100: chandelier, lao_ren100: light, lao_ren100: hall, la,Space,interior,IntExt,SkylightsWindows",-,SpacesIntExt
SET 30,4439746930.jpg,"lobby, Met Museum, NY.jpg",lao_ren100,"The Met always has beautiful flower arrangements, funded by a private endowment.","'lao_ren100: flower, lao_ren100: lobby, lao_ren100: arch, lao_ren100: yellow, lao_ren100: metropolitanmuseum, lao_ren100: met, lao_ren100: newyork, lao_ren100: nyc, lao_ren100: ny, lao_ren100: laoren100,','lao_ren100: flower, lao_ren100: lobby, lao_ren100: arch, lao_re,Space,interior,IntExt,Great_Hall",-,SpacesIntExt
SET 30,4439747554.jpg,"Met Museum, NY.jpg",lao_ren100,The ladies looking down from the roof,"'lao_ren100: sculpture, lao_ren100: woman, lao_ren100: roof, lao_ren100: architecture, lao_ren100: building, lao_ren100: decoration, lao_ren100: metropolitanmuseum, lao_ren100: met, lao_ren100: newyork, lao_ren100: nyc, lao_ren100: ny, lao_ren100: laoren100,','lao_ren100: sculpture, lao_ren100: woman, lao_ren100: roof, lao,Space,exterior,IntExt,Facade",-,SpacesIntExt
SET 31,3779074995.jpg,Metropolitan Museum,paJ i,"New York Day 3, 2009/8/1","paJ i: new,paJ i: york,paJ i: metropolitan,paJ i: museum,paJ i: arts,Space,Inhabited,exterior,IntExt,EntranceStepsPlaza",-,SpacesIntExt
SET 31,3779893798.jpg,Metropolitan Museum,paJ i,"New York Day 3, 2009/8/1","paJ i: new,paJ i: york,paJ i: metropolitan,paJ i: museum,paJ i: arts,Space,Inhabited,IntExt,interior",-,SpacesIntExt
SET 31,3779894708.jpg,Metropolitan Museum,paJ i,"New York Day 3, 2009/8/1","paJ i: new,paJ i: york,paJ i: metropolitan,paJ i: museum,paJ i: arts,Space,IntExt,interior",-,SpacesIntExt
SET 31,3779896226.jpg,Metropolitan Museum,paJ i,"New York Day 3, 2009/8/1","paJ i: new,paJ i: york,paJ i: metropolitan,paJ i: museum,paJ i: arts,Space,IntExt,interior",-,SpacesIntExt
SET 31,3779897204.jpg,Metropolitan Museum,paJ i,"New York Day 3, 2009/8/1","paJ i: new,paJ i: york,paJ i: metropolitan,paJ i: museum,paJ i: arts,Space,Inhabited,IntExt,interior",-,SpacesIntExt
SET 31,3779898368.jpg,Metropolitan Museum,paJ i,"New York Day 3, 2009/8/1","paJ i: new,paJ i: york,paJ i: metropolitan,paJ i: museum,paJ i: arts,Space,Inhabited,IntExt,interior",-,SpacesIntExt
SET 31,3837695271.jpg,Art lovers unite!,GlennFerrell,"The Metropolitan Museum of Art was packed! Of course, it was Saturday.","GlennFerrell: metropolitanmuseumofart,GlennFerrell: newyork,GlennFerrell: art,GlennFerrell: metropolitanmuseum,Description,Space,Inhabited,exterior,IntExt,EntranceStepsPlaza",-,SpacesIntExt
SET 31,3838485198.jpg,Buzz,GlennFerrell,"Like bees in the hive. Inside the Metropolitan Museum of Art, New York.","GlennFerrell: metropolitanmuseumofart,GlennFerrell: newyork,GlennFerrell: art,GlennFerrell: metropolitanmuseum,Description,Space,Inhabited,interior,IntExt,Great_Hall",-,SpacesIntExt
SET 31,3838485314.jpg,Arches,GlennFerrell,"Inside the Metropolitan Museum of Art, New York.","GlennFerrell: metropolitanmuseumofart,GlennFerrell: newyork,GlennFerrell: art,GlennFerrell: portfolio,GlennFerrell: metropolitanmuseum,Description,Space,Inhabited,interior,IntExt,Great_Hall_Balcony",-,SpacesIntExt
SET 31,3866461743.jpg,Metropolitan Museum of Art,Le Xuan-Cung,New York,"NA,Space,Inhabited,interior,IntExt,Grand_Staircase",-,SpacesIntExt
SET 31,3867245762.jpg,Metropolitan Museum of Art,Le Xuan-Cung,New York,"NA,Space,Inhabited,interior,IntExt,Great_Hall_Balcony",-,SpacesIntExt
SET 31,4067068868.jpg,IMG_9587,paJ i,NA,"paJ i: new,paJ i: york,paJ i: metropolitan,paJ i: museum,paJ i: arts,paJ i: met,paJ i: orange,paJ i: flower,paJ i: exhibition,paJ i: design,Space,interior,IntExt,Great_Hall",-,SpacesIntExt
SET 31,4131659680.jpg,The stairs at Metropolitan Museum of Art - NYC,Le Xuan-Cung,New York City - USA; Xuan-Cung Le;All rights reserved;;seen in :;<a href=http://www.flickr.com/photos/le_xuan-cung/sets/72157622869004930>New York (part III)</a>;<a href=http://www.flickriver.com/photos/le_xuan-cung/ rel=nofollow>recent</a>;<a href=http://www.flickriver.com/photos/le_xuan-cung/friends/ rel=nofollow>contacts images</a>;,"NA,Space,interior,IntExt,Stairways_Elevator",-,SpacesIntExt
SET 31,4151817875.jpg,met museum,jaar aee,NA,"jaar aee: nyc,jaar aee: metmuseum,jaar aee: newyork,jaar aee: symmetry,jaar aee: museum,Space,Inhabited,interior,IntExt,Grand_Staircase",-,SpacesIntExt
SET 31,4174643681.jpg,The Stairs in Metropolitan Museum of Art,Le Xuan-Cung,New York City - USA,"NA,Space,Inhabited,interior,IntExt,Stairways_Elevator",-,SpacesIntExt
SET 31,4175005999.jpg,The Met lobby,rosewithoutathorn84,I walked at least 5 miles in not terribly comfortable shoes and had to stop at Foot Locker to buy overpriced insoles so I could keep moving.,"rosewithoutathorn84: lobby,rosewithoutathorn84: architecture,rosewithoutathorn84: rotunda,rosewithoutathorn84: beautiful,rosewithoutathorn84: arches,rosewithoutathorn84: met,rosewithoutathorn84: metropolitanmuseumofart,rosewithoutathorn84: newyorkcity,rosewithoutathorn84: newyork,rosewithoutathorn84: ny,rosewithoutathorn84: nyc,rosewithoutathorn84: art,rosewithoutathorn84: history,rosewithoutathorn84: painting,rosewithoutathorn84: sculpture,rosewithoutathorn84: concordians,Space,interior,IntExt,Great_Hall",-,SpacesIntExt
SET 31,4175738080.jpg,Metropolitan Museum of Art,Lisa568,<a href=http://bighugelabs.com/onblack.php?id=4175738080&amp;size=large rel=nofollow>View On Black</a>,"Lisa568: metropolitan,Lisa568: museum,Lisa568: art,Lisa568: bokeh,Lisa568: rain,Lisa568: window,Lisa568: windows,Lisa568: architecture,Lisa568: building,Lisa568: new,Lisa568: york,Lisa568: ny,Lisa568: nyc,Lisa568: black,Lisa568: white,Lisa568: high,Lisa568: contrast,Lisa568: canon,Lisa568: xsi,Lisa568: 1022mm,Space,exterior,IntExt,Facade",-,SpacesIntExt
SET 31,4201477497.jpg,Metropolitan Museum of Art,Hard Seat Sleeper,from across the street,"Hard Seat Sleeper: metmuseum,Space,Inhabited,exterior,IntExt,EXTERIOR-TBD",-,SpacesIntExt
SET 31,4208727641.jpg,The New Year in Sight,CVerwaal,"With a sense of anticipation and hesitation, this woman seems to be trying to get a glimpse of the New Year. Metropolitan Museum of Art, New York City.;Olympus Pen E-p2 and the Lumix G Vario 45-200mm/f4.5-5.6 lens.;","CVerwaal: olympus,CVerwaal: pen,CVerwaal: woman,CVerwaal: portrait,CVerwaal: lookingintothefuture,CVerwaal: olympusep2,CVerwaal: metropolitanmuseumofart,Description,Inhabited,interior,IntExt,Space",-,SpacesIntExt
SET 31,4226900187.jpg,365 8,markoconnellstudio,NA,"markoconnellstudio: 365days,markoconnellstudio: markoconnell,markoconnellstudio: toronto,markoconnellstudio: artist,markoconnellstudio: markoconnellstudio,markoconnellstudio: mark,markoconnellstudio: oconnell,markoconnellstudio: photographer,markoconnellstudio: illustrator,markoconnellstudio: torontoartist,markoconnellstudio: wwwmarkoconnellca,markoconnellstudio: writer,markoconnellstudio: httpmarkoconnellstudioposterouscom,markoconnellstudio: markoconnellart,markoconnellstudio: markoconnellartist,markoconnellstudio: markoconnelltoronto,Space,Inhabited,interior,IntExt,Grand_Staircase",-,SpacesIntExt
SET 31,4241702364.jpg,DSC00022,patinapotential,NA,"NA,Space,Inhabited,interior,IntExt,Great_Hall",-,SpacesIntExt
SET 31,4246215888.jpg,"The Great Hall of The Metropolitan Museum of Art, New York City",Marina Alexis Parker,"The Metropolitan Museum of Art was founded on April 13, 1870, &quot;to be located in the City of New York, for the purpose of establishing and maintaining in said city a Museum and library of art, of encouraging and developing the study of the fine arts, and the application of arts to manufacture and practical life, of advancing the general knowledge of kindred subjects, and, to that end, of furnishing popular instruction.&quot;;;Charter of The Metropolitan Museum of Art, State of New York, Laws of 1870, Chapter 197, passed April 13, 1870 and amended L.1898, ch. 34; L. 1908, ch. 219.;;<a href=http://www.metmuseum.org/about/ rel=nofollow>About The Met</a>","Marina Alexis Parker: metropolitanmuseumofart,Marina Alexis Parker: metmuseum,Marina Alexis Parker: newyork,Marina Alexis Parker: newyorkcity,Marina Alexis Parker: nyc,Marina Alexis Parker: artmuseum,Marina Alexis Parker: artmuseumsofunitedstatesofamerica,Marina Alexis Parker: thegreathall,Marina Alexis Parker: 1870,Description,Space,Inhabited,interior,IntExt,Great_Hall",-,SpacesIntExt
SET 31,4247250273.jpg,"Reflecting Pool, Temple of Dendur, The Met",Katy Silberger,NA,"Wolfgang Staudt: reflexions,Katy Silberger: reflections,Space,Inhabited,IntExt,interior",-,SpacesIntExt
SET 31,4252203764.jpg,The Met,KaDeWeGirl,NA,"KaDeWeGirl: newyorkcity,KaDeWeGirl: manhattan,KaDeWeGirl: metropolitanmuseumofart,KaDeWeGirl: architecture,KaDeWeGirl: national,KaDeWeGirl: historic,KaDeWeGirl: landmark,KaDeWeGirl: metropolitanmuseum,Space,exterior,IntExt,Facade",-,SpacesIntExt
