Category,File Name,Accession #,Title,Creator,Description,Keywords,Title,PrimaryArtistName,galleryLink,gallery,InTheMuseumList Name,InTheMuseumList Url,ClassificationList,whatList,CRDID,checkAccNo,scrapiurl,meturl,flickrid,flickrpageurl,flickrimageurl,flickrimageurl_text,username,nsid,pathalias,,,,,,,,,,,
SET 03,2989056782.jpg,29.131.3r1–r2,"Dutch Interior by Miro in the Metropolitan Museum of Art, March 2008",ElissaSCA,"Joan Miro. Spanish, 1893-1983.;;Dutch Interior;1928;Oil on canvas;;Accession # 1996.403.8;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2008,ElissaSCA: modern,ElissaSCA: spanish,ElissaSCA: miro,ElissaSCA: painting,ElissaSCA: surrealism,ElissaSCA: fujifinepixs6000fd,AccessionInDesc,Description,Artwork,2D","Chariot fragments, sockets", ,/visit/museum-map/galleries/greek-and-roman/170,170,Greek and Roman Art,/collection/the-collection-online/search?ft=*&amp;deptids=13,Bronzes,"Metal,Copper alloy,Fragments,Bronze,Iron and iron alloy,Iron,Chariots,Sockets",253027,29.131.3r1–r2,http://scrapi.org/object/253027,http://www.metmuseum.org/collection/the-collection-online/search/253027,2989056782,https://www.flickr.com/photos/elissacorsini/2989056782/,http://c2.staticflickr.com/4/3153/2989056782_3c85977ee4.jpg,http://c2.staticflickr.com/4/3153/2989056782_3c85977ee4.jpg,ElissaSCA,23655879@N00,elissacorsini,,,,,,,,,,,
SET 03,4522190959.jpg,44.141,"The Dispatch of the Messenger by Boucher in the Metropolitan Museum of Art, January 2010",ElissaSCA,"Artist: Francois Boucher (French, 17031770);;Title: The Dispatch of the Messenger;;Date: 1765;;Medium: Oil on canvas;;Dimensions: Oval, 12 5/8 x 10 1/2 in. (32.1 x 26.7 cm);;Classification: Paintings;;Credit Line: Gift of Mrs. Joseph Heine, in memory of her husband, I. D. Levy, 1944;;Accession Number: 44.141;;;Gallery Label:;;At the Salon of 1765, this painting was exhibited as one of a series of four. Here the shepherd will fasten his love letter to the dove with a blue ribbon. A second oval depicted the arrival of the dove carrying the letter. In one of two rectangular canvases, the shepherdess read the letter to her confidante; in the other the lovers met.;;The writer Denis Diderot, a harsh critic of Boucher, praised the paintings as &quot;a charming little poem,&quot; but he condemned the falsity of the pastoral genre, comparing it to country life as represented in French opera. Drawings by Beauvarlet after the two ovals, made in preparation for engravings, were exhibited in the Salon of 1769.;;;Text from: <a href=http://www.metmuseum.org/works_of_art/collection_database/european_paintings/the_dispatch_of_the_messenger_francois_boucher/objectview.aspx?collID=11&amp;OID=110000176 rel=nofollow>www.metmuseum.org/works_of_art/collection_database/europe...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2010,ElissaSCA: french,ElissaSCA: painting,ElissaSCA: rococo,ElissaSCA: boucher,ElissaSCA: fujifinepixs6000fd,AccessionInDesc,Description,Artwork,2D",The Dispatch of the Messenger,François Boucher,This artwork is not on display, ,European Paintings,/collection/the-collection-online/search?ft=*&amp;deptids=11,Paintings,"Paintings,Canvas,Oil paint",435743,44.141,http://scrapi.org/object/435743,http://www.metmuseum.org/collection/the-collection-online/search/435743,4522190959,https://www.flickr.com/photos/elissacorsini/4522190959/,http://c2.staticflickr.com/3/2687/4522190959_a0c3976bcd.jpg,http://c2.staticflickr.com/3/2687/4522190959_a0c3976bcd.jpg,ElissaSCA,23655879@N00,elissacorsini,,,,,,,,,,,
SET 03,4522190963.jpg,44.141,"Detail of The Dispatch of the Messenger by Boucher in the Metropolitan Museum of Art, January 2010",ElissaSCA,"Artist: Francois Boucher (French, 17031770);;Title: The Dispatch of the Messenger;;Date: 1765;;Medium: Oil on canvas;;Dimensions: Oval, 12 5/8 x 10 1/2 in. (32.1 x 26.7 cm);;Classification: Paintings;;Credit Line: Gift of Mrs. Joseph Heine, in memory of her husband, I. D. Levy, 1944;;Accession Number: 44.141;;;Gallery Label:;;At the Salon of 1765, this painting was exhibited as one of a series of four. Here the shepherd will fasten his love letter to the dove with a blue ribbon. A second oval depicted the arrival of the dove carrying the letter. In one of two rectangular canvases, the shepherdess read the letter to her confidante; in the other the lovers met.;;The writer Denis Diderot, a harsh critic of Boucher, praised the paintings as &quot;a charming little poem,&quot; but he condemned the falsity of the pastoral genre, comparing it to country life as represented in French opera. Drawings by Beauvarlet after the two ovals, made in preparation for engravings, were exhibited in the Salon of 1769.;;;Text from: <a href=http://www.metmuseum.org/works_of_art/collection_database/european_paintings/the_dispatch_of_the_messenger_francois_boucher/objectview.aspx?collID=11&amp;OID=110000176 rel=nofollow>www.metmuseum.org/works_of_art/collection_database/europe...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2010,ElissaSCA: french,ElissaSCA: painting,ElissaSCA: rococo,ElissaSCA: boucher,ElissaSCA: fujifinepixs6000fd,AccessionInDesc,Description,Artwork,2D",The Dispatch of the Messenger,François Boucher,This artwork is not on display, ,European Paintings,/collection/the-collection-online/search?ft=*&amp;deptids=11,Paintings,"Paintings,Canvas,Oil paint",435743,44.141,http://scrapi.org/object/435743,http://www.metmuseum.org/collection/the-collection-online/search/435743,4522190963,https://www.flickr.com/photos/elissacorsini/4522190963/,http://c2.staticflickr.com/5/4060/4522190963_853292c620.jpg,http://c2.staticflickr.com/5/4060/4522190963_853292c620.jpg,ElissaSCA,23655879@N00,elissacorsini,,,,,,,,,,,
SET 03,4807430771.jpg,38.11.1,"Terracotta Statuette of an Old Nurse and Child in the Metropolitan Museum of Art, June 2010",ElissaSCA,"Terracotta Statuette of an Old Nurse and Child;Greek, Boeotian or Attic, 4th century BC;;Accession # 38.11.1;;Text from the Metropolitan Museum Of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2010,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: sculpture,ElissaSCA: statuette,ElissaSCA: figurine,ElissaSCA: terracotta,ElissaSCA: clay,ElissaSCA: fujifinepixs6000fd,ElissaSCA: greek,AccessionInDesc,Description,3D,Artwork",Terracotta statuette of an old nurse and a child, ,/visit/museum-map/galleries/greek-and-roman/164,164,Greek and Roman Art,/collection/the-collection-online/search?ft=*&amp;deptids=13,Terracottas,"Sculpture,Clay,Terracotta,Statues,Figurines",253554,38.11.1,http://scrapi.org/object/253554,http://www.metmuseum.org/collection/the-collection-online/search/253554,4807430771,https://www.flickr.com/photos/elissacorsini/4807430771/,http://c2.staticflickr.com/5/4116/4807430771_13074aba15.jpg,http://c2.staticflickr.com/5/4116/4807430771_13074aba15.jpg,ElissaSCA,23655879@N00,elissacorsini,,,,,,,,,,,
SET 03,5739050148.jpg,2008.538.1,"Study of a Seated Woman Seen from Behind by Labille-Guiard in the Metropolitan Museum of Art, August 2010",ElissaSCA,"Study of a Seated Woman Seen from Behind (Marie-Gabrielle Capet);;Adelaide Labille-Guiard (French, Paris 17491803 Paris) ;;Date: 1789 ;;Medium: Red, black, and white chalk on toned laid paper ;;Dimensions: sheet: 20 1/2 x 18 7/8 in. (52 x 48 cm) ;;Classification: Drawings ;;Credit Line: Gift of Mrs. Charles Wrightsman, 2008 ;;Accession Number: 2008.538.1;;Text from: <a href=http://www.metmuseum.org/Collections/search-the-collections/90057760 rel=nofollow>www.metmuseum.org/Collections/search-the-collections/9005...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2010,ElissaSCA: drawing,ElissaSCA: fujifinepixs6000fd,ElissaSCA: french,AccessionInDesc,Description,Artwork,2D",Study of a Seated Woman Seen from Behind (Marie-Gabrielle Capet),Adélaïde Labille-Guiard,This artwork is not on display, ,Drawings and Prints,/collection/the-collection-online/search?ft=*&amp;deptids=9,Drawings,"Drawings,Paper,Chalk",383862,2008.538.1,http://scrapi.org/object/383862,http://www.metmuseum.org/collection/the-collection-online/search/383862,5739050148,https://www.flickr.com/photos/elissacorsini/5739050148/,http://c2.staticflickr.com/4/3041/5739050148_1cedfabe74.jpg,http://c2.staticflickr.com/4/3041/5739050148_1cedfabe74.jpg,ElissaSCA,23655879@N00,elissacorsini,,,,,,,,,,,
SET 03,4479538725.jpg,2004.534,"Detail of The Archangel Michael in the Metropolitan Museum of Art, January 2010",ElissaSCA,"The Archangel Michael ;Master of the Saint John Statuettes;Italian (Florence), ca. 1500-10;;Accession # 2004.534;;The archangel stands over the dragon he expelled from heaven.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2010,ElissaSCA: italian,ElissaSCA: renaissance,ElissaSCA: statue,ElissaSCA: sculpture,ElissaSCA: angel,ElissaSCA: christian,ElissaSCA: fujifinepixs6000fd,AccessionInDesc,Description,3D,Artwork",The Archangel Michael,Master of the David and Saint John Statuettes,This artwork is not on display, ,European Sculpture and Decorative Arts,/collection/the-collection-online/search?ft=*&amp;deptids=12,Sculpture,"Sculpture,Clay,Terracotta,Statues,Figurines",231142,2004.534,http://scrapi.org/object/231142,http://www.metmuseum.org/collection/the-collection-online/search/231142,4479538725,https://www.flickr.com/photos/elissacorsini/4479538725/,http://c2.staticflickr.com/5/4040/4479538725_428742ba80.jpg,http://c2.staticflickr.com/5/4040/4479538725_428742ba80.jpg,ElissaSCA,23655879@N00,elissacorsini,,,,,,,,,,,
SET 03,5788388693.jpg,64.60.1,"Sasanian Two-Handled Vessel with a Pierced Base in the Metropolitan Museum of Art, November 2010",ElissaSCA,"Two-handled vessel with a pierced base;;Period: Sasanian ;;Date: ca. 4th5th century A.D. ;;Geography: Iran Culture: Sasanian ;;Medium: Glass, pale green ;;Dimensions: 13.03 in. (33.1 cm) ;;Classification: Glass ;;Credit Line: Fletcher Fund, 1964 ;;Accession Number: 64.60.1;;Text from: <a href=http://www.metmuseum.org/Collections/search-the-collections/30004342 rel=nofollow>www.metmuseum.org/Collections/search-the-collections/3000...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2010,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: neareast,ElissaSCA: fujifinepixs6000fd,ElissaSCA: sasanian,ElissaSCA: vase,ElissaSCA: glass,AccessionInDesc,Description,3D,Artwork",Two-handled vessel with a pierced base, ,/visit/museum-map/galleries/ancient-near-east/405,405,Ancient Near Eastern Art,/collection/the-collection-online/search?ft=*&amp;deptids=3,Glass-Vessels,"Vessels,Glass",325676,64.60.1,http://scrapi.org/object/325676,http://www.metmuseum.org/collection/the-collection-online/search/325676,5788388693,https://www.flickr.com/photos/elissacorsini/5788388693/,http://c2.staticflickr.com/6/5270/5788388693_b1ee8eb70b.jpg,http://c2.staticflickr.com/6/5270/5788388693_b1ee8eb70b.jpg,ElissaSCA,23655879@N00,elissacorsini,,,,,,,,,,,
SET 03,5732136787.jpg,19.2.15,"Male God in the Metropolitan Museum of Art, November 2010",ElissaSCA,"Male god;;Period: New Kingdom Dynasty: Dynasty 18 Reign: reign of Amenhotep III ;;Date: ca. 13901352 B.C. ;;Geography: Country of Origin Egypt ;;Medium: Granodiorite ;;Dimensions: Height: 91.8 cm (36 1/8 in.) ;;Credit Line: Rogers Fund, 1919 (19.2.15); Fletcher Fund, 1996 (1996.362) ;;Accession Number: 19.2.15;;Description:;;The god's elegant features are carved in a style belonging to the reign of the pharaoh Amenhotep III (see 56.138). In his massive fist the god holds a was-scepter, signifying dominion, and in his missing right hand he would have held the ankh hieroglyph, meaning life.;Though attributes or an inscription that would identify this god are missing, the statue was almost certainly one of the series of divine statues erected by Amenhotep III in his vast mortuary temple in western Thebes. These represented the congregation of the Egyptian gods in attendance at the king's 30 year festival, or heb-sed. The site of this temple is identified by the colossi of Memnon, two monumental seated statues representing the king which stood in front of the entrance pylon of the temple.;;Amenhotep III celebrated three Heb-seds and constructed a palace city for this purpose at the site of Malqata, a mile or so south of his mortuary temple. This site was excavated by the Museums Egyptian Expedition in the early twentieth century, and objects from these excavations are on view in galleries 119 and 121.;;;Text from: <a href=http://www.metmuseum.org/Collections/search-the-collections/100004583 rel=nofollow>www.metmuseum.org/Collections/search-the-collections/1000...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2010,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: statue,ElissaSCA: sculpture,ElissaSCA: god,ElissaSCA: fujifinepixs6000fd,ElissaSCA: egypt,ElissaSCA: egyptian,AccessionInDesc,Description,3D,Artwork",Male god, ,/visit/museum-map/galleries/egyptian/119,119,Egyptian Art,/collection/the-collection-online/search?ft=*&amp;deptids=10, ,"Sculpture,Statues,Granodiorite",547777,19.2.15,http://scrapi.org/object/547777,http://www.metmuseum.org/collection/the-collection-online/search/547777,5732136787,https://www.flickr.com/photos/elissacorsini/5732136787/,http://c2.staticflickr.com/6/5064/5732136787_35e93474cf.jpg,http://c2.staticflickr.com/6/5064/5732136787_35e93474cf.jpg,ElissaSCA,23655879@N00,elissacorsini,,,,,,,,,,,
SET 03,4807348775.jpg,21.88.51,"Bronze Cock in the Metropolitan Museum of Art, June 2010",ElissaSCA,"Bronze Cock;Greek, Hellenstic, ca. 3rd-1st century BC;;Accession # 21.88.51;;Birds often served as finials for staves or scepters, pieces of furniture or utensils such as incense burners. While this example may have been created to stand alone, it is likely to have embellished a functional object.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2010,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: greek,ElissaSCA: hellenistic,ElissaSCA: bronze,ElissaSCA: sculpture,ElissaSCA: bird,ElissaSCA: fujifinepixs6000fd,ElissaSCA: rooster,mikescottnz: galli,AccessionInDesc,Description,3D,Artwork",Bronze cock, ,/visit/museum-map/galleries/greek-and-roman/161,161,Greek and Roman Art,/collection/the-collection-online/search?ft=*&amp;deptids=13,Bronzes,"Metal,Sculpture,Copper alloy,Bronze,Statues,Figurines",251077,21.88.51,http://scrapi.org/object/251077,http://www.metmuseum.org/collection/the-collection-online/search/251077,4807348775,https://www.flickr.com/photos/elissacorsini/4807348775/,http://c2.staticflickr.com/5/4142/4807348775_757e169dff.jpg,http://c2.staticflickr.com/5/4142/4807348775_757e169dff.jpg,ElissaSCA,23655879@N00,elissacorsini,,,,,,,,,,,
SET 03,5739050152.jpg,2008.538.1,"Detail of the Study of a Seated Woman Seen from Behind by Labille-Guiard in the Metropolitan Museum of Art, August 2010",ElissaSCA,"Study of a Seated Woman Seen from Behind (Marie-Gabrielle Capet);;Adelaide Labille-Guiard (French, Paris 17491803 Paris) ;;Date: 1789 ;;Medium: Red, black, and white chalk on toned laid paper ;;Dimensions: sheet: 20 1/2 x 18 7/8 in. (52 x 48 cm) ;;Classification: Drawings ;;Credit Line: Gift of Mrs. Charles Wrightsman, 2008 ;;Accession Number: 2008.538.1;;Text from: <a href=http://www.metmuseum.org/Collections/search-the-collections/90057760 rel=nofollow>www.metmuseum.org/Collections/search-the-collections/9005...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2010,ElissaSCA: drawing,ElissaSCA: fujifinepixs6000fd,ElissaSCA: french,AccessionInDesc,Description,Artwork,2D",Study of a Seated Woman Seen from Behind (Marie-Gabrielle Capet),Adélaïde Labille-Guiard,This artwork is not on display, ,Drawings and Prints,/collection/the-collection-online/search?ft=*&amp;deptids=9,Drawings,"Drawings,Paper,Chalk",383862,2008.538.1,http://scrapi.org/object/383862,http://www.metmuseum.org/collection/the-collection-online/search/383862,5739050152,https://www.flickr.com/photos/elissacorsini/5739050152/,http://c2.staticflickr.com/4/3208/5739050152_7180a99f1f.jpg,http://c2.staticflickr.com/4/3208/5739050152_7180a99f1f.jpg,ElissaSCA,23655879@N00,elissacorsini,,,,,,,,,,,
SET 03,8682382464.jpg,29.100.556,Identify the Painter (474),rverc,"[This photograph is identify the painter (474)];.;Edgar Degas French, 1834-1917;Detail from: <b><i>Russian Dancer </i></b>, 1899;Pastel over charchoal on tracing paper Signed (lower left): Degas;In 1899 Degas produced a series of compositions devoted to Russian dancers in which he fused color, line, and interlocking forms to create tapestrylike pictures. Degas called them his orgies of color. This is a study for one of the figures in a pastel of 1899 ( Private Collection). Another work from the series is in the Lehman collection.;1975.1.166);H.O.Havemeyer Collection, Bequest of Mrs. H.O. Havemeyer, 1929;29.100.556;From the placard: Metropolitan Museum of Art;  addl accession","rverc: metropolitanmuseum,rverc: art,rverc: nyc,rverc: met,rverc: europeanpainting,Description,AccessionInDesc,2D,Artwork",Russian Dancer,Edgar Degas,/visit/museum-map/galleries/european-paintings/816,816,European Paintings,/collection/the-collection-online/search?ft=*&amp;deptids=11,Drawings,"Drawings,Paper,Charcoal,Pastels,Tracing paper",436157,29.100.556,http://scrapi.org/object/436157,http://www.metmuseum.org/collection/the-collection-online/search/436157,8682382464,https://www.flickr.com/photos/rverc/8682382464/,http://c2.staticflickr.com/9/8386/8682382464_6531e4d702.jpg,http://c2.staticflickr.com/9/8386/8682382464_6531e4d702.jpg,rverc,26270547@N07,rverc,,,,,,,,,,,
SET 03,8681267931.jpg,1974.356.35,Identify the Painter (473),rverc,"[This photograph is identify the painter (473)];.;Henri de Toulouse-Lautrec French, 1864-1901;detail from: <b><i>Emilie </i></b>, late 1890s;Oil on wood Signed and inscribed (lower left): a (to) Emilie / HTLautrec [HTL in monogram];Lautrec was fascinated by people absorbed in watching the activities of others. In this work of the late 1890s he makes a witty parallels between the woman observing the race and the horse and rider leaving the track.;;The Lesley and Emma Sheafer Collection, Bequest of Emma A. Sheafer, 1973;1974.356.35;;From the placard: Metropolitan Museum of Art;  addl accession","rverc: metropolitanmuseum,rverc: art,rverc: nyc,rverc: met,rverc: europeanpainting,Description,AccessionInDesc,2D,Artwork",Émilie,Henri de Toulouse-Lautrec,This artwork is not on display, ,European Paintings,/collection/the-collection-online/search?ft=*&amp;deptids=11,Paintings,"Paintings,Oil paint",437839,1974.356.35,http://scrapi.org/object/437839,http://www.metmuseum.org/collection/the-collection-online/search/437839,8681267931,https://www.flickr.com/photos/rverc/8681267931/,http://c2.staticflickr.com/9/8398/8681267931_5d1efe01bc.jpg,http://c2.staticflickr.com/9/8398/8681267931_5d1efe01bc.jpg,rverc,26270547@N07,rverc,,,,,,,,,,,
SET 03,9987802926.jpg,44.27,Identify the Artist (513),rverc,"Week 3 Dogs;;[This photograph was identify the painter (513)];;Robert Peake the Elder British, ca. 1551-1619 London;<b><i>Henry Frederick (1594-1612), Prince of Wales, with Sir John Harington ( 1592-1614), in the Hunting Field </i></b> 1603;Oil on canvas;This royal hunting portrait was modeled after an earlier type estabnlished by Netherlandish and German artists. The young Prince Henry sheathes his sword while his companion, Sir John Harington, holds the deers antlers. The light palette and rich decorative effect are hallmarks of Peakes style.;Purchase, Joseph Pulitzer Bequest, 1944 ;44.27;From the placard: Metropolitan Museum of Art;  addl accession","rverc: metropolitanmuseum,rverc: art,rverc: nyc,rverc: met,rverc: europeanpainting,Description,AccessionInDesc,2D,Artwork","Henry Frederick (1594–1612), Prince of Wales, with Sir John Harington (1592–1614), in the Hunting Field",Robert Peake the Elder,/visit/museum-map/galleries/european-paintings/629,629,European Paintings,/collection/the-collection-online/search?ft=*&amp;deptids=11,Paintings,"Paintings,Canvas,Oil paint",437262,44.27,http://scrapi.org/object/437262,http://www.metmuseum.org/collection/the-collection-online/search/437262,9987802926,https://www.flickr.com/photos/rverc/9987802926/,http://c2.staticflickr.com/6/5525/9987802926_e314371c4b.jpg,http://c2.staticflickr.com/6/5525/9987802926_e314371c4b.jpg,rverc,26270547@N07,rverc,,,,,,,,,,,
SET 03,8689598217.jpg,26.46.1,Identify the Painter (475),rverc,"[This photograph was identify the painter (475)];.;Pierre Puvis de Chavannes French, 1824-1898;Detail from: <b><i>Cider</i></b>, ca. 1865;Oil on paper laid down on canvas Signed (lower right): P. Puvis de Chavannes;In a career that spanned fifty years, Pierre Puvis de Chavannes played a seminal role in the resurgence of mural painting in France during the nineteenth century. His first decorative paintings, <i> War </i> and <i> Peace </i>, exhibited at the Salon of 1861, led to the 1864 commissioning of the monumental mural <i> Ave Picardia Nutrix</i> ( Hail, Picardy the Nourisher) for a large stairwell in the newly constructed Musee de Picardie in Amiens. <i> Cider </i> and <i>The River</i>, respectively, are studies for the left and right sides of the mural.;<i>Cider</i> and <i> The River</i> present an idealized vision of Picardys distant past, and their subjects would have resonated particularly in the 1860s, a time when each region of France was rediscovering its unique history, character, and culture as part of a broader movement toward decentralization.;Catharine Lorillard Wolfe Collection, Wolfe Fund, 1926;26.46.1;From the placard: Metropolitan Museum of Art;  addl accession","rverc: metropolitanmuseum,rverc: art,rverc: nyc,rverc: met,rverc: europeanpainting,Description,AccessionInDesc,2D,Artwork",Cider,Pierre Puvis de Chavannes,/visit/museum-map/galleries/european-paintings/800,800,European Paintings,/collection/the-collection-online/search?ft=*&amp;deptids=11,Drawings,"Drawings,Paper,Canvas,Oil paint",437345,26.46.1,http://scrapi.org/object/437345,http://www.metmuseum.org/collection/the-collection-online/search/437345,8689598217,https://www.flickr.com/photos/rverc/8689598217/,http://c2.staticflickr.com/8/7050/8689598217_9e6dfcfc2c.jpg,http://c2.staticflickr.com/8/7050/8689598217_9e6dfcfc2c.jpg,rverc,26270547@N07,rverc,,,,,,,,,,,
SET 03,9702255995.jpg,19.164,Empty Benches TheMET(141new),rverc,"Pieter Bruegal the Elder Netherlandish, Breda(?) ca. 1525-1569 Brussels;<b><i> The Harvesters </i></b> 1565;Oil on wood;;This panel belongs to a series commissioned by the Antwerp merchant Niclaes Jongelinck for his suburban home. The cycle originally included six paintings showing the times of the year. Apart from <b><i> The Harvesters, </i></b> which is usually identified as representing July-August, or late summer, four other paintings of the group have survived ( now in the Kunsthistorisches Museum, Vienna, and Lobkowicz Collection, Prague).;Bruegels series is a watershed in the history of Western Art. The religious pretext for landscape painting has been suppressed in favor of a new humanism, and the unidealized description of the local scene is based on natural observation.;Rogers Fund, 1919;19.164;From the placard: Metropolitan Museum of Art;; * * * * * ;Identify the Painter returns to this photo stream (Sunday night, September 15, 2013). My intent is to take it another 500 paintings. ;This time, I will introduce a new scheme. I will keep score for each grouping of 100 paintings. The first grouping will encompass numbers 501 -600.;The winner of the first grouping of 100 will receive a Hard Cover copy of the Metropolitan's new publication: <b><i> Balthus: Cats and Girls </i></b> and a mailed Metropolitan postcard (my choice) acknowledging their participation. Second through Fifth place will also receive a Metropolitan postcard.;Changes: ;Rather than 2 paintings each day, as the case with the previous group of 500, there will be only 1 each day. Posting will take place sometime after 8:00 PM EST, five days a week (Sunday; Monday; Tuesday; Wednesday; Thursday. There are no IDs on Friday or Saturday);Correct answers are allotted points in the following way: ;First correct respondent receives 6 points;Second: 5 points;third: 4 points;fourth: 3 points;fifth: 2 points;;Each respondent after that receives 1 point, whether the artist named is correct or not. Respondent must, however enter the name of an artist in some context to the painting (i.e.: &quot;this painting reminds me of &quot;???????&quot;'s work, etc.);comments that merely discuss the painting or photograph (although welcome) will not be awarded a point.;As you might surmise then, incorrect responses will be awarded a point (there is no penalty for trying).;;The opportunity to accrue points can only happen within a maximum of 24 hours. Once the Painting is elevated and the artist identified, no additional scoring (for that painting can occur). ( in other words, regardless of pleas, points will not be awarded for a comment/ID made days after the posting);;A summary of scores for the top five positions will be published each Sunday, at the beginning of each set of five photographs.;Caveats / Understanding:;Postings may be held up due to circumstances beyond my control. ;Delays in posting my occur each evening. ( sorry, no guarantee on 8:00 EST, Im a working stiff in the finance industry and there are late nights at times. usually month end btw );Also, sorry for the bias the timing provides those in the Americas but no matter how I thought about it... I couldnt come up with a plan to assist Europe and Asia.;;;  addl accession","rverc: metropolitanmuseum,rverc: art,rverc: nyc,rverc: europeanpaintings,Description,DescriptionInDesc,AccessionInDesc,2D,Artwork",The Harvesters,Pieter Bruegel the Elder,/visit/museum-map/galleries/european-paintings/642,642,European Paintings,/collection/the-collection-online/search?ft=*&amp;deptids=11,Paintings,"Paintings,Oil paint",435809,19.164,http://scrapi.org/object/435809,http://www.metmuseum.org/collection/the-collection-online/search/435809,9702255995,https://www.flickr.com/photos/rverc/9702255995/,http://c2.staticflickr.com/3/2846/9702255995_e4bcbc7016.jpg,http://c2.staticflickr.com/3/2846/9702255995_e4bcbc7016.jpg,rverc,26270547@N07,rverc,,,,,,,,,,,
