Category,File Name,Accession #,Title,Creator,Description,Keywords
SET 34,1053572970.jpg,40.11.1a,-,ElissaSCA,"In a time when emperors were hard-pressed to maintain their position of power, some ruled for as little as a few months and in many ways were wholly dependent on the fickle attitudes of their armies. Trebonianus Gallus became emperor after the assassination of his predecessor, Decius, and with the support of his army. In his portraiture, most notably on coins and a few sculptures, Gallus continued the iconographic tradition that was intended to present the emperor as a powerful general who could lead the armies and keep order in the empire. This iconography is characterized by a military &quot;buzz-cut&quot; hairstyle, a short, stubble beard, and a stern, even menacing expressionall of which owe their origins to the mature portrait types of Caracalla (r. 21117 A.D.) (40.11.1a).;;Reconstructed from several fragments, this statue is remarkable because it is the only large-scale bronze to survive from the third century A.D., as well as the fact that it is one of the relatively few lifesize imperial bronzes to come down from antiquity. Although its identification as Trebonianus is not absolute, the features bear a strong resemblance to the portraits minted on some of his official coins. ;;The overall intent of this oversized bronze statue seems to have been to intimidate by virtue of its sheer physical presence, and clearly reflects the immense stylistic evolution in Roman portraiture since the time of Augustus. The portrait head shows an incredible emotional intensity that contrasts sharply with the disproportionately large and muscular body. The massive nude body itself resembles that of an athlete or gladiator, such as those in the mosaic pavements of the Baths of Caracalla, rather than what was typical for a representation of an emperor. In fact, the boots Gallus wears are of a type often shown in representations of boxers, and would have been more appropriate for the palaestra, or exercise yard, than the imperial court.;;Although his pose is one routinely adopted by Roman emperorsrecalling Greek heroic and athletic nude statuesthe disproportion, wrestling gear, brutish crew cut, and stubble beard no longer evoke the ideals of classical Greece as in the days of Augustus. The technique of negative carving, which had been designed in the early third century for stone portraits of Caracalla, is here successfully used in the decoration of metal. This abbreviated style befits Gallus, an emperor who both achieved and lost the throne at the hands of the soldiers he led.; ;Text (slightly abridged) from: <a href=http://www.metmuseum.org/toah/hd/ropo/hod_05.30_05.47.htm rel=nofollow>www.metmuseum.org/toah/hd/ropo/hod_05.30_05.47.htm</a>;;For an article on the conservation of this work: <a href=http://www.metmuseum.org/Works_of_Art/objects_conservation/fall_2003/roman.asp rel=nofollow>www.metmuseum.org/Works_of_Art/objects_conservation/fall_...</a>;;and;;Bronze statue of the emperor Trebonianus Gallus;Roman, 251-253 AD;Said to have been found near the church of Saint John the Lateran in Rome;;Accession # 05.30;;This monumental bronze statue is one of the very few nearly complete Roman bronze statues of the third century preserved today. It is a reminder that many of the disembodied portrait heads displayed in these galleries were once attached to freestanding sculptures, whose original appearances were undoubtedly quite different. Portraits of the emperor served the highly important function in imperial propaganda of presenting the ruler to the public and of projecting the personality with which he wished to be perceived. Leadership and military strength are evoked in the heroic nudity of the figure and in the pose, which recalls the famous statue of Alexander the Great with the Lance by Lysippos. In contrast to the idealized body, the portrait head represents the emperor with brutish realism. Trebonianus likely would have cradled a parazonium, or a short sword, in his left arm, and held a spear in his upraised right hand. ;;The statue has undergone several campaigns of restoration since its discovery in the early nineteenth centur","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: 2007,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: roman,ElissaSCA: empire,ElissaSCA: bronze,ElissaSCA: sculpture,ElissaSCA: statue,ElissaSCA: emperor,ElissaSCA: trebonianusgallus,ElissaSCA: foot,ElissaSCA: green,ElissaSCA: fujifinepixs6000fd,ElissaSCA: portrait,mikescottnz: gaulish,mikescottnz: pugilist,3D,Artwork"
SET 34,1053573050.jpg,40.11.1a,-,ElissaSCA,"In a time when emperors were hard-pressed to maintain their position of power, some ruled for as little as a few months and in many ways were wholly dependent on the fickle attitudes of their armies. Trebonianus Gallus became emperor after the assassination of his predecessor, Decius, and with the support of his army. In his portraiture, most notably on coins and a few sculptures, Gallus continued the iconographic tradition that was intended to present the emperor as a powerful general who could lead the armies and keep order in the empire. This iconography is characterized by a military &quot;buzz-cut&quot; hairstyle, a short, stubble beard, and a stern, even menacing expressionall of which owe their origins to the mature portrait types of Caracalla (r. 21117 A.D.) (40.11.1a).;;Reconstructed from several fragments, this statue is remarkable because it is the only large-scale bronze to survive from the third century A.D., as well as the fact that it is one of the relatively few lifesize imperial bronzes to come down from antiquity. Although its identification as Trebonianus is not absolute, the features bear a strong resemblance to the portraits minted on some of his official coins. ;;The overall intent of this oversized bronze statue seems to have been to intimidate by virtue of its sheer physical presence, and clearly reflects the immense stylistic evolution in Roman portraiture since the time of Augustus. The portrait head shows an incredible emotional intensity that contrasts sharply with the disproportionately large and muscular body. The massive nude body itself resembles that of an athlete or gladiator, such as those in the mosaic pavements of the Baths of Caracalla, rather than what was typical for a representation of an emperor. In fact, the boots Gallus wears are of a type often shown in representations of boxers, and would have been more appropriate for the palaestra, or exercise yard, than the imperial court.;;Although his pose is one routinely adopted by Roman emperorsrecalling Greek heroic and athletic nude statuesthe disproportion, wrestling gear, brutish crew cut, and stubble beard no longer evoke the ideals of classical Greece as in the days of Augustus. The technique of negative carving, which had been designed in the early third century for stone portraits of Caracalla, is here successfully used in the decoration of metal. This abbreviated style befits Gallus, an emperor who both achieved and lost the throne at the hands of the soldiers he led.; ;Text (slightly abridged) from: <a href=http://www.metmuseum.org/toah/hd/ropo/hod_05.30_05.47.htm rel=nofollow>www.metmuseum.org/toah/hd/ropo/hod_05.30_05.47.htm</a>;;For an article on the conservation of this work: <a href=http://www.metmuseum.org/Works_of_Art/objects_conservation/fall_2003/roman.asp rel=nofollow>www.metmuseum.org/Works_of_Art/objects_conservation/fall_...</a>;;and;;Bronze statue of the emperor Trebonianus Gallus;Roman, 251-253 AD;Said to have been found near the church of Saint John the Lateran in Rome;;Accession # 05.30;;This monumental bronze statue is one of the very few nearly complete Roman bronze statues of the third century preserved today. It is a reminder that many of the disembodied portrait heads displayed in these galleries were once attached to freestanding sculptures, whose original appearances were undoubtedly quite different. Portraits of the emperor served the highly important function in imperial propaganda of presenting the ruler to the public and of projecting the personality with which he wished to be perceived. Leadership and military strength are evoked in the heroic nudity of the figure and in the pose, which recalls the famous statue of Alexander the Great with the Lance by Lysippos. In contrast to the idealized body, the portrait head represents the emperor with brutish realism. Trebonianus likely would have cradled a parazonium, or a short sword, in his left arm, and held a spear in his upraised right hand. ;;The statue has undergone several campaigns of restoration since its discovery in the early nineteenth centur","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: 2007,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: roman,ElissaSCA: empire,ElissaSCA: bronze,ElissaSCA: sculpture,ElissaSCA: statue,ElissaSCA: emperor,ElissaSCA: trebonianusgallus,ElissaSCA: foot,ElissaSCA: green,ElissaSCA: fujifinepixs6000fd,ElissaSCA: portrait,3D,Artwork"
SET 34,1162240877.jpg,2003.407.7,"Bronze Torso from an Equestrian Statue in the Metropolitan Museum of Art, July 2007",ElissaSCA,"Bronze torso from an equestrian statue wearing a cuirass;Greek or Roman, Hellenistic or Imperial, 2nd century BC- 2nd century AD;;Accession # 2003.407.7;;The pose of this fragmentary torso suggests that the figure, who wears a short cape and an ornate cuirass of Hellenistic type, was originally riding a rearing horse, the left hand holding the reins while the right wielded a weapon. Dynamic equestrian bronze statues have a long tradition in Hellenistic and Roman art, stemming from Lysippos' famous group showing Alexander the Great on horseback , which commemorates the Macedonian leader's first major victory over the Persians at the Granikos River. ;;Text exerpted from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: 2007,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: sculpture,ElissaSCA: bronze,ElissaSCA: equestrian,ElissaSCA: statue,ElissaSCA: greek,ElissaSCA: roman,ElissaSCA: empire,ElissaSCA: hellenistic,ElissaSCA: cuirass,ElissaSCA: armor,ElissaSCA: fujifinepixs6000fd,ElissaSCA: torso,AccessionInDesc,Description,3D,Artwork"
SET 34,1483807705.jpg,52.88,"Marble Urn  in the Metropolitan Museum of Art, August 2007",ElissaSCA,"Marble Urn;Carved about 400 AD;;Accession # 52.88;;An openwork grapevine decorates this massive decorative urn. Such vases are often depicted in both secular and religious works of art of the period, including mosaics, textiles, gold jewelry, and silver book covers.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: marble,ElissaSCA: vase,ElissaSCA: urn,ElissaSCA: sculpture,ElissaSCA: byzantine,ElissaSCA: lateantique,ElissaSCA: fujifinepixs6000fd,AccessionInDesc,Description,3D,Artwork"
SET 34,2046807837.jpg,13.229.6,"Marble Disc with Two Theatre Masks in Relief in the Metropolitan Museum of Art, Sept. 2007",ElissaSCA,"Marble disc with two theatre masks in relief;Roman, Early Imperial, 3rd quarter of the 1st century AD;;Accession # 13.229.6;;Marble discs known as oscilla decorated the peristyles of Roman villas. Most were carved on both sides with images related to the world of Dionysos and were designed to hang freely between the columns that surrounded interior gardens.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: 2007,ElissaSCA: roman,ElissaSCA: marble,ElissaSCA: relief,ElissaSCA: sculpture,ElissaSCA: empire,ElissaSCA: theatre,ElissaSCA: theater,ElissaSCA: fujifinepixs6000fd,AccessionInDesc,Description,3D,Artwork"
SET 34,2191187761.jpg,26.60.45,"Detail of the Terracotta Amphora with a Horse in the Metropolitan Museum of Art, Oct. 2007",ElissaSCA,"Terracotta amphora (storage jar);Attic, black-figure, ca. 560-550 BC;Said to be from Etruria;Attributed to the Painter of the Horse-Head Amphorae;;Accession # 26.60.45;;Over one hundred Attic vases decorated with the head and neck of a horse, all dating from the first half of the 6th century BC are known. It has been suggested that they were given as prizes in the same way that standardized vases filled with olive oil were given to the victors in the Panathenaic games.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: greek,ElissaSCA: pottery,ElissaSCA: terracotta,ElissaSCA: vase,ElissaSCA: clay,ElissaSCA: amphora,ElissaSCA: horse,ElissaSCA: head,ElissaSCA: archaic,ElissaSCA: orange,ElissaSCA: fujifinepixs6000fd,AccessionInDesc,Description,3D,Artwork"
SET 34,2564993670.jpg,1992.11.66,"Marble Head of a Diety Wearing a Dionysiac Fillet in the Metropolitan Museum of Art, February 2008",ElissaSCA,"Marble head of a deity wearing a Dionysiac fillet;Roman, ca. 14-68 AD;Copy of a Greek work of the 2nd century BC;;Accession # 1992.11.66;;Although the back and neck are sheared away, the remaining surface of this head is in exceptionally good condition, retaining red pigment on the eyes, lips, fillet, and traces of gilding in the hair. Other Roman copies of this work are known, as well as an extremely fine marble head found in 1886 on the south slope of the Athenian Akropolis, and now in the National Museum, which most scholars have considered to be the Greek original. There, the head is rotated and tilted upward to its right, creating an expression of pathos. Strut-like projections on the right side of both the Athens marble and this copy may be the remains of fingers on the right hand raised to the cheek. The fillet worn across the forehead is an attribute of Dionysos. The work may represent the god of wine himself or his consort Ariadne.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2008,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: roman,ElissaSCA: empire,ElissaSCA: marble,ElissaSCA: statue,ElissaSCA: sculpture,ElissaSCA: fujifinepixs6000fd,ElissaSCA: hellenistic,ElissaSCA: greek,ElissaSCA: copy,AccessionInDesc,Description,3D,Artwork"
SET 34,2643857198.jpg,1989.382.2,"Fragment of a Terracotta Kylix Attributed to Euphronios in the Metropolitan Museum of Art, February 2008",ElissaSCA,"Fragment of a Terracotta Kylix (drinking cup);Greek, Attic, red-figure, ca. 510 BC;Attributed to Euphronios;Deineira on the back of the centaur Nessos;;Accession # 1989.382.2;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2008,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: greek,ElissaSCA: archaic,ElissaSCA: vase,ElissaSCA: painting,ElissaSCA: pottery,ElissaSCA: terracotta,ElissaSCA: fragment,ElissaSCA: euphronios,ElissaSCA: fujifinepixs6000fd,ElissaSCA: kylix,ElissaSCA: centaur,ElissaSCA: mythology,AccessionInDesc,Description,3D,Artwork"
SET 34,2763119599.jpg,24.97.32,"Marble Head of a Greek General in the Metropolitan Museum of Art, February 2008",ElissaSCA,"Marble head of a Greek general;Roman, Imperial period, 1st - 2nd century AD ;Copy of a Greek bronze statue of the mid-4th century BC;;Accession # 24.97.32;;This powerful portrayal of a man of action belongs to a type popular in Roman times. One suggestion for his identity is the strategos (general) Phokion, pupil of Plato and one of the foremost Athenian statesmen of the fourth century BC, but there is little evidence to support that theory. We do not know if the original statue was a contemporary portrait, like the famous fifth-century portrait of the Athenian statesman and general Perikles, or a posthumous work. It could even be a representation of a hero from the mythic past. He wears a Corinthian helmet pushed up and resting on the back of his head. The helmet is elaborately decorated in relief with griffins on the bowl and rams' heads on the cheek pieces and is similiar to a type worn by the goddess Athena. His eyes would have been inlaid in another material. The head has been worked on for insertion into a statue.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2008,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: marble,ElissaSCA: head,ElissaSCA: greek,ElissaSCA: sculpture,ElissaSCA: statue,ElissaSCA: fujifinepixs6000fd,ElissaSCA: roman,ElissaSCA: empire,ElissaSCA: copy,ElissaSCA: classical,ElissaSCA: general,ElissaSCA: helmet,ElissaSCA: portrait,AccessionInDesc,Description,3D,Artwork"
SET 34,2861816332.jpg,33.1.153.1,"Pieta in the Metropolitan Museum of Art, March 2008",ElissaSCA,"Pieta;Alabaster, traces of original paint;Spanish, second quarter of the 16th century;;Acquisition # 33.1.153.1;;The representation of the mourning Virgin holding her son's crucified body in her lap was a popular devotional image throughout the Catholic world, echoing the even more beloved depiction of the Madonna and Child in more joyful times. Often the Virgin is simply shown in sorrowful contemplation so as to emphasize a maternal sensibility not described in the Gospels but rather derived from mystical writings disseminated among converts.;;In this composition, Mary's sorrowful gesture relates the theme to the more elaborate portrayal of the Lamentation at the foot of the cross. So, too, does the corpselike rigidity of Christ's torso, a pose typical of the late fifteenth century. The use of alabaster was particularly characteristic of architectural and figural sculpture in Catalonia and Aragon, but this group has not yet been conclusively linked to the work of any artist of that region.;;Text from the Metropolitan Museum of Art label.  addl accession","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2008,ElissaSCA: statue,ElissaSCA: sculpture,ElissaSCA: christian,ElissaSCA: virgin,ElissaSCA: pieta,ElissaSCA: fujifinepixs6000fd,ElissaSCA: spanish,Description,AccessionInDesc,3D,Artwork"
SET 34,2913150714.jpg,"1979.223a,b","Spring in Central Park by William Zorach in the Metropolitan Museum of Art, March 2008",ElissaSCA,"William Zorach. American 1889-1966.;Spring in Central Park, 1914;Oil on canvas;;Accession # 1979.223a,b;;William Zorach returned to New York in late 1912, having spent two years studying painting in Paris. There, he had seen the work of the Fauves, notably Henri Matisse and Andre Derain, whose bold colors and undulating outlines influenced his own. As he wrote, his paintings of New York City's Central Park were &quot;painted at home from imagination... in all wild colors, peopled with exotic nudes.&quot; With his wife Marguerite, an avant-garde painter herself, they associated with many of America's earliest modernists in New York in the 1910s, including Max Weber, Marsden Hartley, and John Marin. In 1913 both Zorachs exhibited at the prestigious International Exhibition of Modern Art, also known as the &quot;Armory Show.&quot; Zorach later became a sculptor.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: mma,ElissaSCA: met,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2008,ElissaSCA: modern,ElissaSCA: painting,ElissaSCA: centralpark,ElissaSCA: fujifinepixs6000fd,AccessionInDesc,Description,2D,Artwork"
SET 34,3105312030.jpg,09.181.7,"Young Woman with a Gilded Wreath in the Metropolitan Museum of Art, May 2008",ElissaSCA,"Young Woman with a Gilded Wreath;120-140 AD;Encaustic on wood;;Accession # 09.181.7;;This panel was not painted in the areas where the mummy wrappings would have covered the edges. Once in the wrappings, the background was gilded, and a gilded line was drawn to frame the lower end of the painting. Gold leaf was also used for the wreath and the lower necklace, a gold chain with a crescent (called a lunula). The woman's face and neck are thickly painted in cream, heighened with pink on the cheeks and nose and around the eyes. The shades are built up from a dark ground. ;;The woman's oval face, large eyes, and slightly open lips give the portrait considerable presence. Venus rings on her neck call attention to her youthful plump beauty. The hairstyle is typical for the period of the Emperor Hadrian, except for the corkscrew locks around the forehead, which may be a regional or personal style.;;Text from the Metropolitan Museum of Art label.;","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2008,ElissaSCA: painting,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: egypt,ElissaSCA: egyptian,ElissaSCA: roman,ElissaSCA: empire,ElissaSCA: portrait,ElissaSCA: fujifinepixs6000fd,ElissaSCA: woman,ElissaSCA: gold,AccessionInDesc,Description,3D,Artwork"
SET 34,3105312038.jpg,09.181.7,"Detail of a Young Woman with a Gilded Wreath in the Metropolitan Museum of Art, May 2008",ElissaSCA,"Young Woman with a Gilded Wreath;120-140 AD;Encaustic on wood;;Accession # 09.181.7;;This panel was not painted in the areas where the mummy wrappings would have covered the edges. Once in the wrappings, the background was gilded, and a gilded line was drawn to frame the lower end of the painting. Gold leaf was also used for the wreath and the lower necklace, a gold chain with a crescent (called a lunula). The woman's face and neck are thickly painted in cream, heighened with pink on the cheeks and nose and around the eyes. The shades are built up from a dark ground. ;;The woman's oval face, large eyes, and slightly open lips give the portrait considerable presence. Venus rings on her neck call attention to her youthful plump beauty. The hairstyle is typical for the period of the Emperor Hadrian, except for the corkscrew locks around the forehead, which may be a regional or personal style.;;Text from the Metropolitan Museum of Art label.;","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2008,ElissaSCA: painting,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: egypt,ElissaSCA: egyptian,ElissaSCA: roman,ElissaSCA: empire,ElissaSCA: portrait,ElissaSCA: fujifinepixs6000fd,ElissaSCA: woman,ElissaSCA: gold,AccessionInDesc,Description,3D,Artwork"
SET 34,3753633540.jpg,32.11.4,statue of a wounded amazon :: nyc,NA,The Metropolitan Museum's description is <a href=http://www.metmuseum.org/toah/hd/god1/ho_32.11.4.htm rel=nofollow> here</a>,": nikon,: n2000,: 35mm,: film,: slr,: bw,: metropolitanmuseumofart,: metropolitanmuseum,: met,: museum,: greek,: roman,: art,: marble,: statue,: amazon,: sculpture,: figure,: breast,: toga,: nyc,: newyork,: woman,: beauty,DescriptionInDesc,Description,AccessionInDesc,3D,Artwork"
SET 34,929585751.jpg,56.171.35,"Attic Black-Figure Kylix in the Metropolitan Museum of Art, July 2007",ElissaSCA,"Terracotta kylix (drinking cup);Greek, Attic, black-figure, ca. 540 BC;Attributed to the Group of Rhodes 12264;Battle of the Greeks and Amazons (Amazonomachy);;Accession # 56.171.35;;Text from the Metropolitan Museum of Art label;;","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: 2007,ElissaSCA: ancientworld,ElissaSCA: archaic,ElissaSCA: greek,ElissaSCA: pottery,ElissaSCA: terracotta,ElissaSCA: kylix,ElissaSCA: attic,ElissaSCA: fujifinepixs6000fd,ElissaSCA: clay,ElissaSCA: vase,ElissaSCA: ancient,ElissaSCA: blackfigure,ElissaSCA: inscription,AccessionInDesc,Description,3D,Artwork"
SET 34,952050546.jpg,44.11.2-3,"Funerary Statues of a Maiden and a Little Girl in the Metropolitan Museum of Art, July 2007",ElissaSCA,"Marble funerary statues of a maiden and a little girl;Greek, Attic, ca. 320 BC;Said to have been found in Athens;;Accession # 44.11.2-3;;Toward the end of the fourth century BC, Attic grave monuments became increasingly elaborate. Freestanding figures such as these were often placed within a shallow, roofed marble structure that was open at the front. The older girl must have died in her teens, before marriage, for she wears her mantle pinned at the shoulders and hanging down her back. This distinctive manner of dress was apparently reserved for young virgins who had the honor of leading processions to sacrifice, while carrying a basket containing barley, fillets, and the sacrificial knife. Being a kanephoros (basket bearer) was the highest honor possible for a maiden in the years just preceding marriage, and this girl is represented wearing the festival dress.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: 2007,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: ancientworld,ElissaSCA: sculpture,ElissaSCA: statue,ElissaSCA: greek,ElissaSCA: hellenistic,ElissaSCA: girl,ElissaSCA: marble,ElissaSCA: fujifinepixs6000fd,ElissaSCA: ancient,AccessionInDesc,Description,3D,Artwork"
SET 34,952050598.jpg,44.11.2-3,"Funerary Statues of a Maiden and a Little Girl in the Metropolitan Museum of Art, July 2007",ElissaSCA,"Marble funerary statues of a maiden and a little girl;Greek, Attic, ca. 320 BC;Said to have been found in Athens;;Accession # 44.11.2-3;;Toward the end of the fourth century BC, Attic grave monuments became increasingly elaborate. Freestanding figures such as these were often placed within a shallow, roofed marble structure that was open at the front. The older girl must have died in her teens, before marriage, for she wears her mantle pinned at the shoulders and hanging down her back. This distinctive manner of dress was apparently reserved for young virgins who had the honor of leading processions to sacrifice, while carrying a basket containing barley, fillets, and the sacrificial knife. Being a kanephoros (basket bearer) was the highest honor possible for a maiden in the years just preceding marriage, and this girl is represented wearing the festival dress.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: 2007,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: ancientworld,ElissaSCA: sculpture,ElissaSCA: statue,ElissaSCA: greek,ElissaSCA: hellenistic,ElissaSCA: girl,ElissaSCA: marble,ElissaSCA: fujifinepixs6000fd,AccessionInDesc,Description,3D,Artwork"
SET 34,958131296.jpg,03.12.14,"Marble Statue of a Bearded Hercules in the Metropolitan Museum of Art, July 2007",ElissaSCA,"Marble Statue of a Bearded Hercules;Roman, Flavian period, 68-98 AD;Restorations made during the early 17th century: both legs, the plinth, the support at the left leg, pieces in the lion's skin. The arms were also restored but have been removed.;;Accession # 03.12.14;;This statue and the over-life-sized statue of Hercules across the courtyard in all probability were made as a pair to decorate one of the great spaces in a large public bath. Although they are much restored, their stance and attributes are essentially correct and are variants on long-established statue types that probably originated in images of the Greek hero Herakles dating to the fourth century BC. They were part of the large collection of ancient sculpture made in Rome at the beginning of the seventeenth century by a wealthy Genoese banker, the Marchese Vincenzo Giustiniani. ;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: 2007,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: ancientworld,ElissaSCA: sculpture,ElissaSCA: statue,ElissaSCA: roman,ElissaSCA: empire,ElissaSCA: marble,ElissaSCA: herakles,ElissaSCA: hercules,ElissaSCA: god,ElissaSCA: fujifinepixs6000fd,ElissaSCA: ancient,ElissaSCA: mythology,AccessionInDesc,Description,3D,Artwork"
SET 34,958131612.jpg,03.12.14,"Detail of the Marble Statue of a Bearded Hercules in the Metropolitan Museum of Art, July 2007",ElissaSCA,"Marble Statue of a Bearded Hercules;Roman, Flavian period, 68-98 AD;Restorations made during the early 17th century: both legs, the plinth, the support at the left leg, pieces in the lion's skin. The arms were also restored but have been removed.;;Accession # 03.12.14;;This statue and the over-life-sized statue of Hercules across the courtyard in all probability were made as a pair to decorate one of the great spaces in a large public bath. Although they are much restored, their stance and attributes are essentially correct and are variants on long-established statue types that probably originated in images of the Greek hero Herakles dating to the fourth century BC. They were part of the large collection of ancient sculpture made in Rome at the beginning of the seventeenth century by a wealthy Genoese banker, the Marchese Vincenzo Giustiniani. ;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: 2007,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: ancientworld,ElissaSCA: sculpture,ElissaSCA: statue,ElissaSCA: roman,ElissaSCA: empire,ElissaSCA: marble,ElissaSCA: herakles,ElissaSCA: hercules,ElissaSCA: god,ElissaSCA: fujifinepixs6000fd,ElissaSCA: ancient,ElissaSCA: mythology,AccessionInDesc,Description,3D,Artwork"
